timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1587667928269,5130,GET RSS,200,OK,GET RSS 1-107,text,true,,169061,178,28,28,https://rss-app.azurewebsites.net/rss,4554,0,2076
1587667918070,15340,GET RSS,200,OK,GET RSS 1-73,text,true,,167816,178,27,27,https://rss-app.azurewebsites.net/rss,7897,0,1150
1587667927671,5929,GET RSS,200,OK,GET RSS 1-105,text,true,,169061,178,26,26,https://rss-app.azurewebsites.net/rss,5383,0,2664
1587667927371,6936,GET RSS,200,OK,GET RSS 1-104,text,true,,169061,178,28,28,https://rss-app.azurewebsites.net/rss,6084,0,2963
1587667927970,6548,GET RSS,200,OK,GET RSS 1-106,text,true,,169061,178,27,27,https://rss-app.azurewebsites.net/rss,5662,0,2364
1587667930070,4703,GET RSS,200,OK,GET RSS 1-113,text,true,,169061,178,27,27,https://rss-app.azurewebsites.net/rss,3389,0,344
1587667926773,8098,GET RSS,200,OK,GET RSS 1-102,text,true,,169061,178,27,27,https://rss-app.azurewebsites.net/rss,7520,0,3588
1587667929771,6974,GET RSS,200,OK,GET RSS 1-112,text,true,,169061,178,32,32,https://rss-app.azurewebsites.net/rss,3671,0,563
1587667929171,8029,GET RSS,200,OK,GET RSS 1-110,text,true,,169061,178,32,32,https://rss-app.azurewebsites.net/rss,3950,0,1100
1587667930368,7104,GET RSS,200,OK,GET RSS 1-114,text,true,,169061,178,32,32,https://rss-app.azurewebsites.net/rss,3387,0,312
1587667930669,6902,GET RSS,200,OK,GET RSS 1-115,text,true,,169061,178,32,32,https://rss-app.azurewebsites.net/rss,5751,0,419
1587667927070,10584,GET RSS,200,OK,GET RSS 1-103,text,true,,169061,178,31,31,https://rss-app.azurewebsites.net/rss,6228,0,3275
1587667932770,5460,GET RSS,200,OK,GET RSS 1-122,text,true,,169061,178,32,32,https://rss-app.azurewebsites.net/rss,3735,0,342
1587667918972,19550,GET RSS,200,OK,GET RSS 1-76,text,true,,167816,178,32,32,https://rss-app.azurewebsites.net/rss,6505,0,818
1587667934271,5589,GET RSS,200,OK,GET RSS 1-127,text,true,,169061,178,35,35,https://rss-app.azurewebsites.net/rss,2901,0,600
1587667931570,9087,GET RSS,200,OK,GET RSS 1-118,text,true,,169061,178,37,37,https://rss-app.azurewebsites.net/rss,4953,0,1421
1587667936688,4088,GET RSS,200,OK,GET RSS 1-135,text,true,,169061,178,36,36,https://rss-app.azurewebsites.net/rss,3166,0,967
1587667928870,11925,GET RSS,200,OK,GET RSS 1-109,text,true,,169061,178,35,35,https://rss-app.azurewebsites.net/rss,6052,0,1491
1587667920170,21028,GET RSS,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,Non HTTP response message: Connect to rss-app.azurewebsites.net:443 [rss-app.azurewebsites.net/13.69.68.40] failed: Connection timed out: connect,GET RSS 1-80,text,false,,2886,0,36,36,https://rss-app.azurewebsites.net/rss,0,0,21028
1587667929472,12775,GET RSS,200,OK,GET RSS 1-111,text,true,,169061,178,38,38,https://rss-app.azurewebsites.net/rss,10634,0,8792
